chr1	19983319	19983830	19983663
chr1	20009289	20009730	20009620
chr1	20233992	20234327	20234157
chr1	20483352	20483627	20483491
chr1	20826682	20827156	20826812
chr1	20945023	20945275	20945123
chr1	20977147	20977511	20977370
chr1	21544287	21544981	21544642
chr1	21545525	21545809	21545666
chr1	21546142	21546669	21546437
chr1	22148806	22149313	22148970
chr1	22356928	22357137	22357038
chr1	22963935	22964228	22964090
chr1	22965170	22965611	22965323
chr1	22965737	22966028	22965903
chr1	22970341	22970580	22970503
chr1	22973583	22973959	22973852
chr1	22974064	22974507	22974280
chr1	22987275	22987993	22987780
chr1	23240159	23240826	23240346
chr1	23415185	23415582	23415368
chr1	23637045	23637363	23637232
chr1	26288078	26288361	26288197
chr1	26607084	26607301	26607252
chr1	26607465	26607778	26607652
chr1	26900697	26901118	26900879
chr1	27106341	27107162	27106969
chr1	27189556	27190887	27190196
chr1	27278084	27278681	27278440
chr1	27332282	27332567	27332415
chr1	27873937	27874268	27874070
chr1	27875612	27875918	27875727
chr1	27876175	27876761	27876385
chr1	27877729	27878091	27877881
chr1	28176543	28176799	28176681
chr1	28208763	28209434	28209098
chr1	28208763	28209435	28209277
chr1	28212404	28212696	28212570
chr1	28212792	28213073	28212915
chr1	28476110	28476551	28476364
chr1	28562542	28562808	28562729
chr1	29069784	29070351	29070251
chr1	29447375	29447673	29447482
chr1	29475206	29475708	29475387
chr1	32660427	32660756	32660609
chr1	32681990	32682278	32682136
chr1	32800088	32800406	32800237
chr1	33402406	33402901	33402729
chr1	33764965	33765211	33765109
chr1	33790330	33790623	33790443
chr1	35250716	35251517	35251070
chr1	35321106	35321505	35321343
chr1	36321302	36321546	36321426
chr1	36562622	36562868	36562736
chr1	36602607	36602910	36602754
chr1	36644162	36644522	36644293
chr1	36769395	36769850	36769568
chr1	36787715	36788152	36787856
chr1	36859339	36859804	36859595
chr1	37920986	37921464	37921176
chr1	37948527	37948776	37948660
chr1	38265419	38265759	38265612
chr1	40090917	40091314	40091188
chr1	40091492	40091924	40091722
chr1	40723310	40723558	40723407
chr1	41976397	41976667	41976511
chr1	43147997	43148258	43148164
chr1	43166314	43166541	43166479
chr1	43212142	43212393	43212261
chr1	43392179	43392822	43392515
chr1	43424401	43424632	43424495
chr1	43829428	43829630	43829510
chr1	43916079	43916343	43916237
chr1	44069419	44069704	44069588
chr1	44455949	44456269	44456130
chr1	45808860	45809090	45808983
chr1	47075164	47075458	47075316
chr1	47655594	47655811	47655701
chr1	51439517	51439776	51439690
chr1	52818402	52818620	52818497
chr1	53153561	53153854	53153702
chr1	55207360	55207770	55207736
chr1	55246669	55246968	55246813
chr1	55317630	55318070	55317889
chr1	59041519	59042711	59041906
chr1	59042823	59043035	59042883
chr1	59247235	59248120	59247667
chr1	59248460	59249784	59248855
chr1	68150809	68151024	68150970
chr1	86048543	86048940	86048755
chr1	86173639	86173911	86173731
chr1	94047999	94048392	94048098
chr1	94639467	94640008	94639842
chr1	107600253	107600500	107600432
chr1	109780339	109780654	109780539
chr1	109816955	109817347	109817156
chr1	110465799	110466424	110466245
chr1	110471419	110472564	110471965
chr1	114523781	114524190	114524024
chr1	117297131	117297421	117297290
chr1	117503880	117504137	117504031
chr1	119426502	119426934	119426596
chr1	120838970	120839219	120839106
chr1	120927040	120927247	120927195
chr1	143743952	143744282	143744113
chr1	143912880	143913150	143912999
chr1	144196124	144196431	144196284
chr1	144340227	144340823	144340416
chr1	144520348	144520820	144520667
chr1	144828772	144829017	144828899
chr1	145368351	145368903	145368812
chr1	146033924	146034145	146034026
chr1	147096191	147096876	147096482
chr1	147575706	147575927	147575807
chr1	147931446	147931757	147931604
chr1	148251620	148251856	148251765
chr1	149576629	149576978	149576798
chr1	149577166	149577384	149577283
chr1	149762929	149763201	149763039
chr1	149803465	149803820	149803650
chr1	149833126	149833485	149833289
chr1	149871658	149872079	149871924
chr1	149915734	149916252	149916080
chr1	149916612	149916947	149916788
chr1	150131009	150131778	150131598
chr1	150549560	150550018	150549831
chr1	150551399	150551731	150551533
chr1	150933154	150933415	150933288
chr1	151025430	151025850	151025659
chr1	151131594	151132121	151131861
chr1	151131608	151132129	151131993
chr1	151288250	151288546	151288452
chr1	151491444	151491711	151491587
chr1	151779774	151780064	151779938
chr1	151955636	151955920	151955711
chr1	151958667	151958896	151958740
chr1	152005039	152005257	152005171
chr1	152006204	152006458	152006298
chr1	152882192	152882550	152882457
chr1	152882707	152882967	152882814
chr1	152883407	152884014	152883764
chr1	153004704	153005068	153004892
chr1	153330621	153330851	153330739
chr1	153333063	153333309	153333250
chr1	153507215	153507477	153507305
chr1	153507718	153507992	153507842
chr1	153579882	153580198	153580042
chr1	153580609	153580828	153580671
chr1	153585468	153585676	153585571
chr1	153587062	153587526	153587298
chr1	153591338	153591604	153591470
chr1	153598906	153599131	153599006
chr1	153617391	153617785	153617575
chr1	153954321	153954628	153954459
chr1	154179805	154180048	154179938
chr1	154321538	154321885	154321732
chr1	154522662	154522912	154522778
chr1	154557230	154557505	154557361
chr1	154573712	154574123	154573941
chr1	154918338	154918797	154918597
chr1	154987220	154987978	154987582
chr1	154987273	154988015	154987882
chr1	154988680	154989308	154989130
chr1	155106771	155107035	155106921
chr1	155158343	155158569	155158498
chr1	155160765	155161243	155160887
chr1	155161508	155161953	155161739
chr1	155532970	155533333	155533141
chr1	155583859	155584530	155584059
chr1	155719609	155720417	155719841
chr1	155917567	155917882	155917712
chr1	156084417	156084689	156084569
chr1	156261321	156261657	156261490
chr1	156565055	156565350	156565157
chr1	156612275	156612614	156612440
chr1	156640919	156641280	156641075
chr1	156675223	156675462	156675356
chr1	156693062	156693292	156693150
chr1	156698475	156698842	156698759
chr1	156756300	156756685	156756452
chr1	159804900	159805211	159805050
chr1	159837004	159837288	159837154
chr1	159890239	159890466	159890315
chr1	160209750	160210163	160209898
chr1	161009279	161009822	161009638
chr1	161042467	161042760	161042610
chr1	161091899	161092162	161092039
chr1	161426380	161426621	161426468
chr1	161494245	161494473	161494412
chr1	161494617	161496491	161495796
chr1	161512683	161513007	161512857
chr1	161574829	161575067	161574982
chr1	161576276	161577776	161576863
chr1	161576276	161577776	161577407
chr1	161953531	161954016	161953882
chr1	162353169	162353424	162353288
chr1	166821711	166822155	166821900
chr1	167498938	167499269	167499076
chr1	168054757	168055101	168054914
chr1	169075487	169075713	169075659
chr1	169100523	169100756	169100660
chr1	171765621	171765970	171765847
chr1	172411668	172411998	172411764
chr1	179064239	179064528	179064381
chr1	180165326	180166094	180165689
chr1	180166472	180166701	180166625
chr1	180471433	180471725	180471559
chr1	180945345	180945771	180945529
chr1	181057831	181058052	181057976
chr1	181058693	181059532	181058979
chr1	182353599	182353919	182353740
chr1	182569138	182569354	182569251
chr1	183111677	183111980	183111855
chr1	183212265	183212882	183212439
chr1	183604733	183604981	183604854
chr1	192548337	192548811	192548671
chr1	201350579	201350860	201350638
chr1	201355983	201356379	201356162
chr1	201434851	201435390	201435202
chr1	201438143	201438432	201438263
chr1	201465366	201465584	201465452
chr1	201984257	201984932	201984741
chr1	202116987	202117208	202117080
chr1	203148185	203148728	203148358
chr1	204095122	204095396	204095270
chr1	204167365	204167673	204167490
chr1	204191184	204191692	204191504
chr1	204586805	204587021	204586904
chr1	204587516	204587796	204587651
chr1	205882441	205882972	205882620
chr1	205883844	205884183	205883987
chr1	206138441	206138756	206138607
chr1	206627529	206627869	206627731
chr1	206760310	206760570	206760478
chr1	206905936	206906266	206906088
chr1	207195201	207195837	207195360
chr1	207196416	207196841	207196516
chr1	209788355	209788584	209788455
chr1	209848974	209849544	209849361
chr1	211545703	211546120	211545836
chr1	212860006	212860368	212860205
chr1	221057542	221057818	221057686
chr1	224139335	224139542	224139465
chr1	224139716	224140061	224139895
chr1	226334482	226334695	226334528
chr1	226923511	226923809	226923641
chr1	227968489	227968744	227968627
chr1	228285431	228285672	228285552
chr1	228582183	228582610	228582318
chr1	229729917	229730885	229730403
chr1	229730194	229730885	229730618
chr1	230415204	230415675	230415408
chr1	230458841	230459326	230459128
chr1	231471515	231471873	231471722
chr1	234742874	234743612	234743216
chr1	243220316	243220555	243220405
chr1	244217861	244218113	244217992
chr1	244218256	244218520	244218371
chr1	245027172	245027496	245027258
chr1	245316882	245317255	245317067
chr1	245865828	245866299	245865999
chr1	247463731	247464325	247464164
chr1	247496331	247496652	247496503
chr1	249106247	249106557	249106399
chr1	249142340	249142554	249142479
chr1	249212266	249212501	249212385
chr10	3164578	3164923	3164766
chr10	3823946	3824410	3824148
chr10	5681139	5681629	5681264
chr10	5682107	5682521	5682333
chr10	5994470	5994705	5994614
chr10	6275247	6276016	6275413
chr10	12870783	12871047	12870912
chr10	13359540	13359804	13359666
chr10	14562892	14563119	14563003
chr10	17271222	17271833	17271581
chr10	22826038	22826279	22826168
chr10	24873596	24874003	24873737
chr10	28971052	28971352	28971204
chr10	31607160	31607625	31607483
chr10	33468652	33469256	33469016
chr10	38118090	38118370	38118196
chr10	38736687	38737003	38736836
chr10	43326384	43326733	43326565
chr10	43882542	43883308	43883131
chr10	45472811	45473327	45473080
chr10	45474134	45474352	45474202
chr10	46321401	46321812	46321610
chr10	46321955	46322464	46322286
chr10	46999193	46999539	46999387
chr10	47192115	47193127	47192265
chr10	48236225	48237251	48236721
chr10	49218257	49218597	49218425
chr10	49218738	49219302	49219134
chr10	49658657	49658894	49658746
chr10	50226613	50226828	50226720
chr10	51464501	51464914	51464710
chr10	51768844	51769183	51768997
chr10	51769537	51769908	51769717
chr10	53457941	53458271	53458069
chr10	64565291	64565658	64565452
chr10	65225414	65225651	65225536
chr10	72357768	72358838	72358390
chr10	72520319	72520721	72520512
chr10	73510520	73511000	73510655
chr10	73594205	73594424	73594286
chr10	73822445	73822677	73822548
chr10	74034541	74035153	74034985
chr10	75197920	75198133	75197987
chr10	75434395	75434758	75434586
chr10	75435195	75435462	75435330
chr10	75573573	75573981	75573772
chr10	75676259	75676635	75676426
chr10	77158242	77158989	77158495
chr10	77159485	77160181	77159697
chr10	81072837	81073324	81073212
chr10	81316188	81317338	81317135
chr10	81319201	81319417	81319260
chr10	81373478	81374074	81373701
chr10	81374177	81374474	81374339
chr10	81586115	81586473	81586304
chr10	81697659	81697950	81697778
chr10	81915511	81915737	81915586
chr10	82277747	82278335	82277966
chr10	88769283	88769605	88769473
chr10	91098677	91098948	91098801
chr10	99093272	99093545	99093386
chr10	99185949	99186158	99186052
chr10	99216654	99216914	99216819
chr10	99330017	99330413	99330286
chr10	99474313	99474678	99474496
chr10	101370794	101371185	101370979
chr10	102766421	102766707	102766578
chr10	102827368	102827681	102827507
chr10	103339087	103339334	103339216
chr10	103454502	103454859	103454663
chr10	103825901	103826271	103826093
chr10	103826488	103826772	103826619
chr10	103827141	103827733	103827560
chr10	103867605	103868126	103867779
chr10	104182622	104182864	104182729
chr10	104240374	104240629	104240473
chr10	104389831	104390296	104390061
chr10	104404222	104404478	104404423
chr10	104416796	104417076	104416928
chr10	104679541	104679765	104679611
chr10	105206640	105206892	105206787
chr10	105360198	105360563	105360330
chr10	105361188	105361969	105361374
chr10	112270023	112270467	112270333
chr10	120801663	120802077	120801945
chr10	123970528	123970842	123970701
chr10	124273709	124274324	124273872
chr10	125767959	125768199	125768071
chr10	125768321	125768663	125768547
chr10	126311815	126312172	126311947
chr10	126678015	126678282	126678126
chr10	133769206	133769575	133769350
chr10	134218640	134219464	134218983
chr10	135054636	135055346	135054918
chr11	127317	128118	127485
chr11	129805	130447	129921
chr11	130883	131340	131104
chr11	214294	214712	214481
chr11	216314	216596	216497
chr11	291347	291875	291454
chr11	291354	291878	291618
chr11	294795	295542	295388
chr11	308098	308326	308222
chr11	313967	314191	314112
chr11	319756	320098	319874
chr11	320647	320941	320767
chr11	376877	377275	377009
chr11	532339	532597	532449
chr11	563650	563929	563824
chr11	567171	567676	567437
chr11	644339	644591	644465
chr11	840433	840657	840484
chr11	1010649	1010903	1010774
chr11	1491299	1491706	1491448
chr11	1774112	1775483	1774267
chr11	1785049	1785255	1785128
chr11	1901155	1901375	1901286
chr11	2424262	2424715	2424598
chr11	2656420	2656629	2656564
chr11	2950375	2950740	2950566
chr11	3849058	3849400	3849183
chr11	6238765	6239194	6238932
chr11	6412774	6413157	6413035
chr11	6643828	6644094	6643976
chr11	6644547	6644997	6644682
chr11	8751948	8752214	8752115
chr11	10530454	10530663	10530547
chr11	12281364	12281588	12281493
chr11	12554255	12554779	12554528
chr11	16847727	16847963	16847862
chr11	18260947	18261251	18261060
chr11	20139873	20140317	20140171
chr11	27016366	27016708	27016530
chr11	32126794	32127009	32126908
chr11	33731435	33731944	33731769
chr11	35160631	35160859	35160769
chr11	35640844	35641242	35641044
chr11	36483914	36484267	36484174
chr11	44265696	44265975	44265855
chr11	45832543	45832952	45832846
chr11	45955439	45955794	45955616
chr11	46401388	46401786	46401611
chr11	46403442	46403889	46403827
chr11	46404916	46405215	46405110
